Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
HALO	9330000000.0		0.1433	0.9940000000000001	16.18%	2.76	2.33	8.81	9.76	0.7693000000000001	0.5696	0.23129999999999998	May 11/a	78.62	-0.0218	1782754.0	Halozyme Therapeutics Inc	Healthcare	Biotechnology	USA	28.28	0.85	2.47	0.0629	0.1208	0.1364	-0.044199999999999996	0.413	63.43	-0.017	-0.0049	7.92	0.2	6.18	42.43	29.27	13.97	0.9541	0.2241	0.2289	0.391	0.39159999999999995	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	100
NBIX	18150000000.0		0.15560000000000002	0.225	17.53%	2.93	2.85	0.12	0.12	0.9817	0.2575	0.2155	May 05/a	180.55	0.013000000000000001	1178596.0	Neurocrine Biosciences Inc	Healthcare	Drug Manufacturers - Specialty & Generic	USA	27.76	0.39	4.51	0.08460000000000001	0.1426	0.26170000000000004	0.0101	0.4783	73.62	0.011399999999999999	0.0016	18.35	0.48	5.85	5.33	13.79	21.84	0.6594	0.2696	0.0231	0.3832	0.2229	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	100
AMG	9640000000.0	0.0001	0.0833	0.2404	12.56%	1.18	1.18	0.94	0.94	0.9361	0.1954	0.3542	May 01/b	364.96	0.024399999999999998	220968.0	Affiliated Managers Group Inc	Financial	Asset Management	USA	14.87	1.12	10.06	0.0454	0.12960000000000002	0.2597	0.0029	0.8284999999999999	68.28	0.0155	0.0088	8.84	0.35	4.52	3.13	25.63	8.82	0.369	0.1575	0.3932	0.2516	0.0054	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	95
SIMO	10880000000.0	0.006	0.1477	0.2023	18.73%	2.85	1.38	0.0	0.0	0.48090000000000005	0.1277	0.15990000000000001	Apr 28/a	324.26	0.035	743476.0	Silicon Motion Technology Corp ADR	Technology	Semiconductors	Hong Kong	64.49	1.69	26.54	0.056799999999999996	0.1702	1.1504	-0.0866	3.6245999999999996	57.26	0.0002	0.0348	28.83	0.44	10.25	12.01	52.58		1.5015	0.2666	0.0977	0.6541	0.1039	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	95
LLY	1146050000000.0	0.005699999999999999	0.24539999999999998	1.0764	35.82%	1.5	1.1	1.26	1.39	0.8283	0.473	0.34979999999999994	Apr 30/b	1216.95	0.0009	2077533.0	Lilly(Eli) & Co	Healthcare	Drug Manufacturers - General	USA	43.81	0.5	38.72	0.04650000000000001	0.1263	0.2241	-0.026000000000000002	0.9509000000000001	63.81	0.0044	-0.0034000000000000002	27.10	0.94	15.86	36.8	216.97	96.93	0.5101	0.2284	0.2759	0.2892	0.2158	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	95
CACC	6560000000.0		0.050499999999999996	0.2812	7.39%	0.27	0.27	3.05	4.23	0.9784	0.46909999999999996	0.1949	May 05/a	627.11	-0.0029	117690.0	Credit Acceptance Corp	Financial	Credit Services	USA	15.58	1.36	21.05	0.0353	0.1079	0.2693	-0.062400000000000004	0.5604	60.96	-0.0029	0.0	11.05	0.5	2.82	4.32	11.75	6.23	0.2263	0.17059999999999997	0.0916	0.2216	0.0678	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	90
ATLC	1490000000.0		0.025099999999999997	0.2139	1.94%	1.59	1.59	9.12	9.23	0.9209	0.2409	0.0546	May 07/a	98.24	0.0513	196355.0	Atlanticus Holdings Corp	Financial	Credit Services	USA	14.65	2.13	6.45	-0.0052	0.1137	0.4839	-0.1276	1.1478	54.27	0.025699999999999997	0.024900000000000002	7.61	0.17	0.64	2.29	1.85	1.88	0.5898	0.36200000000000004	0.0855	0.45439999999999997	0.2843	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	90
CPAY	22950000000.0		0.0519	0.3371	11.60%	0.98	0.98	1.88	2.95	0.7281	0.4561	0.24530000000000002	May 07/a	351.16	0.0154	303097.0	Corpay Inc	Technology	Software - Infrastructure	USA	20.99	0.88	11.6	0.0134	0.030299999999999997	0.11689999999999999	-0.0443	0.3889	53.51	0.0199	-0.0045000000000000005	11.47	0.62	4.8	6.62	2.6	17.52	0.25170000000000003	0.1444	0.13140000000000002	0.18510000000000001	0.1365	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	90
LRCX	441660000000.0	0.003	0.3292	0.6676000000000001	46.86%	2.54	1.77	0.35	0.35	0.49979999999999997	0.34259999999999996	0.3094	Apr 22/a	353.17	0.0601	12081885.0	Lam Research Corp	Technology	Semiconductor Equipment & Materials	USA	66.66	1.84	28.4	-0.053	0.079	0.5547	-0.1946	2.8838	49.63	-0.0297	0.0926	43.58	1.28	20.37	41.73	92.96	73.55	0.3739	0.42469999999999997	0.2242	0.3408	0.1292	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	90
HWM	109540000000.0	0.0019	0.1463	0.3382	18.00%	2.44	1.59	0.75	0.88	0.3171	0.2667	0.2021	May 07/b	273.77	0.008100000000000001	1322072.0	Howmet Aerospace Inc	Industrials	Aerospace & Defense	USA	63.51	1.2	9.05	0.0074	0.044000000000000004	0.19390000000000002	-0.057999999999999996	0.6156	55.51	-0.0084	0.0166	45.23	1.9	12.7	19.88	44.97	66.15	0.3428	0.1955	0.5077	0.23809999999999998	0.0943	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	85
GEN	15660000000.0	0.0194	0.0626	0.39880000000000004	9.12%	0.4	0.4	3.09	3.16	0.741	0.431	0.1946	May 07/a	25.99	0.006999999999999999	3285040.0	Gen Digital Inc	Technology	Software - Infrastructure	USA	16.42	1.21	0.94	0.0492	0.08560000000000001	0.0655	-0.1932	0.4618	58.27	0.024	-0.0167	7.88	0.61	3.13	5.95	38.1	10.28	0.1362	0.134	0.11230000000000001	0.1292	0.1441	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	85
GLBE	6410000000.0		0.09380000000000001	0.1297	12.52%	2.25	2.25	0.02	0.03	0.4462	0.121	0.1137	May 13/b	37.84	0.051699999999999996	1246259.0	Global E Online Ltd	Consumer Cyclical	Internet Retail	Israel	56.83	1.04	1.71	0.1016	0.1751	0.0875	-0.0978	0.4096	65.16	0.0555	-0.0036	24.64	0.32	6.26	7.03	11.6	21.56	1.9080000000000001	0.35409999999999997	0.6244	0.7698	0.4781	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	85
ANET	232560000000.0		0.2057	0.3152	27.59%	2.83	2.47	0.0	0.0	0.6354	0.4279	0.3832	May 05/a	184.69	0.020099999999999996	9921185.0	Arista Networks Inc	Technology	Computer Hardware	USA	63.24	1.6	10.14	0.109	0.1549	0.2849	0.0189	0.7987000000000001	61.87	-0.0124	0.0329	41.47	1.9	23.95	17.24	18.83	44.06	0.218	0.22690000000000002	0.40700000000000003	0.21850000000000003	0.3119	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	85
DVA	14730000000.0	0.0073	0.0437	6.353	6.35%	1.42	1.37			0.2727	0.1482	0.0547	May 05/a	229.48	-0.0054	777988.0	DaVita Inc	Healthcare	Medical Care Facilities	USA	22.03	0.88	6.4	0.0557	0.1516	0.5486	-0.0424	1.2721	71.91	-0.0106	0.0053	13.24	0.64	1.06		19.68	9.87	0.3803	0.1648	0.08289999999999999	0.20679999999999998	0.0339	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	85
VCTR	5590000000.0	0.0225	0.1131	0.217	11.28%	1.79	1.79	0.43	0.43	0.764	0.44670000000000004	0.19699999999999998	May 06/a	89.41	0.013300000000000001	317800.0	Victory Capital Holdings Inc	Financial	Asset Management	USA	20.08	1.11	2.79	0.0356	0.0504	0.24969999999999998	-0.0235	0.5678	59.13	0.0091	0.0040999999999999995	11.35	0.93	3.77	2.37	73.71	13.25	0.1383	0.0843	0.0717	0.12210000000000001	0.113	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	85
CRS	29360000000.0	0.0014000000000000002	0.136	0.2488	17.36%	3.73	2.08	0.33	0.34	0.2979	0.2141	0.15810000000000002	Jul 30/b	590.94	0.005600000000000001	323788.0	Carpenter Technology Corp	Industrials	Metal Fabrication	USA	62.2	1.24	22.74	0.0109	0.1759	0.5563	-0.055999999999999994	1.5918	60.72	-0.0121	0.0179	46.59	1.75	9.69	14.2	99.6	72.07	0.4146	0.19870000000000002	2.1797999999999997	0.2669	0.057	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	80
CSX	91700000000.0	0.011200000000000002	0.0698	0.2369	9.47%	0.97	0.83	1.37	1.42	0.34590000000000004	0.34590000000000004	0.2155	Jul 22/a	49.35	0.013600000000000001	9818720.0	CSX Corp	Industrials	Railroads	USA	30.19	1.21	0.94	0.0406	0.0639	0.23170000000000002	0.0013	0.5519	66.94	0.0104	0.0031	22.39	1.57	6.48	6.75	82.69	48.16	0.2023	0.13849999999999998	0.051500000000000004	0.1426	0.058899999999999994	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	80
DXCM	28180000000.0		0.139	0.35619999999999996	21.53%	1.95	1.64	0.46	0.47	0.6264	0.2145	0.1931	Apr 30/a	73.02	-0.013999999999999999	4160545.0	Dexcom Inc	Healthcare	Medical Devices	USA	31.23	1.42	2.57	0.018799999999999997	0.065	0.08789999999999999	-0.1885	0.34950000000000003	55.61	-0.0072	-0.0069	23.63	1.14	5.85	9.53	11.67	19.71	0.24109999999999998	0.1911	0.10550000000000001	0.2082	0.19329999999999997	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-09	80
