Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
AGI	19150000000.0	0.0027	0.1512	0.2206	19.02%	1.72	1.33	0.05	0.05	0.5326	0.4805	0.48969999999999997	Feb 18/a	45.62	0.0268	3666235.0	Alamos Gold Inc	Basic Materials	Gold	Canada	21.76	0.64	2.62	0.020499999999999997	0.017	0.2929	-0.17670000000000002	0.9420999999999999	52.98	0.0004	0.0263	12.74	0.32	10.59	4.31	28.09	71.73	1.0326	0.2587	0.4175	0.3979	0.1931	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-01	100
CGAU	3680000000.0	0.011200000000000002	0.2224	0.3143	28.20%	2.39	1.65	0.01	0.01	0.2547	0.18710000000000002	0.44689999999999996	Feb 19/a	18.41	0.0349	1494285.0	Centerra Gold Inc	Basic Materials	Gold	Canada	6.47	0.88	1.07	0.044000000000000004	0.0067	0.48100000000000004	-0.1304	2.403	54.85	0.0044	0.0304	8.72	0.41	2.81	1.79	6.8	39.45	0.8056	0.0533	0.1553	0.2113	0.1295	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-01	95
EXEL	11440000000.0		0.2667	0.3553	33.52%	3.56	3.5	0.08	0.09	0.9639	0.3848	0.3373	Feb 10/a	44.04	0.0268	1869394.0	Exelixis Inc	Healthcare	Biotechnology	USA	15.82	0.42	1.22	0.0538	0.030899999999999997	0.0594	-0.1125	0.3601	61.13	0.0232	0.0034999999999999996	11.22	0.72	4.93	5.35	10.8	13.06	0.07629999999999999	0.18359999999999999	0.5119	0.15689999999999998	0.1863	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-01	90
SSRM	6400000000.0		0.0702	0.1197	10.83%	2.08	1.25	0.04	0.11	0.35729999999999995	0.28859999999999997	0.24280000000000002	Feb 17/a	31.5	0.07139999999999999	7138492.0	SSR Mining Inc	Basic Materials	Gold	USA	17.24	-0.11	2.16	0.1386	0.145	0.4708	-0.0594	2.6412	61.35	0.0441	0.0262	6.04	0.18	3.93	1.82	11.13	26.45	1.2286	0.1646	0.12990000000000002	0.3271	0.1382	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-01	90
SQM	11690000000.0	0.023399999999999997	0.0451	0.1081	5.90%	3.27	2.25	0.75	0.84	0.2933	0.245	0.1284	Feb 28/a	81.82	0.0109	794289.0	Sociedad Quimica Y Minera de Chile S.A. ADR	Basic Materials	Specialty Chemicals	Chile	39.73	0.99	3.72	0.0695	0.07400000000000001	0.45380000000000004	-0.05	1.7868000000000002	59.43	-0.015300000000000001	0.026600000000000002	13.09	0.37	2.55	4.1	4.28	26.74	1.8488999999999998	0.06480000000000001	0.2712	0.35450000000000004	0.20120000000000002	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-01	85
PAHC	2220000000.0	0.0088	0.0684	0.318	8.56%	3.05	1.22	2.24	2.33	0.3178	0.11900000000000001	0.0629	Feb 04/a	54.76	-0.009899999999999999	377200.0	Phibro Animal Health Corp	Healthcare	Drug Manufacturers - Specialty & Generic	USA	24.28	0.69	2.65	0.0493	0.10310000000000001	0.3831	-0.0496	2.3886000000000003	57.75	-0.0207	0.011000000000000001	16.27	0.77	1.52	6.68	29.83	47.0	0.4474	0.1124	0.0745	0.2104	0.1012	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-01	85
JBL	28720000000.0	0.0012	0.0426	0.5988	15.76%	1.01	0.68	2.82	3.27	0.10640000000000001	0.049800000000000004	0.0248	Mar 18/b	271.96	0.023799999999999998	738437.0	Jabil Inc	Technology	Electronic Components	USA	36.48	1.16	13.29	0.049	0.061	0.2006	-0.0416	1.5029	55.44	0.0073	0.0165	18.83	0.93	0.88	21.62	15.69	22.52	0.2627	0.17329999999999998	0.7636	0.2022	0.0179	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-01	85
CRS	20140000000.0	0.002	0.1273	0.2348	16.25%	4.25	2.26	0.35	0.35	0.2897	0.20420000000000002	0.1476	Jan 29/b	404.32	0.0258	1074504.0	Carpenter Technology Corp	Industrials	Metal Fabrication	USA	46.96	1.24	21.02	0.04650000000000001	0.0843	0.3286	-0.0194	1.9169999999999998	56.67	0.0066	0.0191	33.29	1.39	6.84	10.14	86.84	63.59	0.37079999999999996	0.1845	2.1797999999999997	0.2403	0.057	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-01	80
KLAC	199220000000.0	0.0052	0.2874	1.0073	39.55%	2.77	1.95	1.11	1.12	0.605	0.4254	0.3578	Jan 29/a	1519.84	0.0322	869485.0	KLA Corp	Technology	Semiconductor Equipment & Materials	USA	44.15	1.44	72.05	0.0391	0.030299999999999997	0.2969	-0.1025	1.7567	54.69	0.024	0.008	31.72	1.76	15.64	36.47	38.26	45.51	0.09970000000000001	0.309	0.3157	0.1801	0.1593	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-01	80
WBS	11330000000.0	0.023	0.0121	0.1065	9.37%	0.05		0.1	0.48		0.2851	0.2206	Jan 23/b	70.25	0.012	4336833.0	Webster Financial Corp	Financial	Banks - Regional	USA	11.89	1.03	1.21	0.023700000000000002	0.0109	0.1341	-0.0507	0.7816	55.89	0.0054	0.006500000000000001	9.44	0.92	2.56	1.23		11.23	0.1143	0.1243	0.2026	0.10289999999999999	0.2817	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-01	80
