Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
AVGO	2001630000000.0	0.0064	0.149	0.3337	17.38%	1.9	1.73	0.8	0.83	0.6496	0.4157	0.3657	Mar 04/a	422.76	0.0067	22402327.0	Broadcom Inc	Technology	Semiconductors	USA	82.47	1.44	12.77	0.1604	0.23850000000000002	0.2556	-0.015300000000000001	1.3711000000000002	77.78	-0.0052	0.012	23.50	0.48	29.31	25.07	141.22	69.23	0.6595	0.5895	0.4976	0.4864	0.21739999999999998	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-24	100
MU	559900000000.0	0.0012	0.2762	0.3982	29.16%	2.9	2.32	0.14	0.15	0.5854	0.4865	0.41490000000000005	Mar 18/a	496.48	0.030600000000000002	35208598.0	Micron Technology Inc	Technology	Semiconductors	USA	23.44	1.83	25.78	0.185	0.19690000000000002	0.8595	0.0058	5.7548	68.85	0.0006	0.0301	5.22	0.05	9.63	7.73	38.31	54.46	5.8699	0.6690999999999999	0.2619	1.1387	0.1176	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-24	100
NVDA	5060720000000.0	0.0002	0.7542	1.0149	71.75%	3.91	3.24	0.06	0.07	0.7106999999999999	0.6038	0.556	Feb 25/a	208.26	0.0432	213169455.0	NVIDIA Corp	Technology	Semiconductors	USA	42.49	2.28	5.45	0.10550000000000001	0.12560000000000002	0.139	-0.018500000000000003	1.0198	71.49	0.041299999999999996	0.0018	18.71	0.48	23.44	32.18	80.9	60.48	0.7351000000000001	0.34509999999999996	0.9527	0.39380000000000004	0.669	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-24	100
CGAU	3790000000.0	0.0108	0.2224	0.3143	28.20%	2.39	1.65	0.01	0.01	0.2547	0.18710000000000002	0.44689999999999996	Apr 29/a	18.97	0.0166	934414.0	Centerra Gold Inc	Basic Materials	Gold	Canada	6.67	0.86	0.9	0.0111	0.022099999999999998	0.4175	-0.1039	2.0087	52.34	0.009000000000000001	0.0075	8.96	0.42	2.9	1.84	7.0	40.65	0.7979999999999999	0.0608	0.1553	0.2138	0.1295	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-24	95
KGC	39270000000.0	0.004699999999999999	0.2054	0.3096	25.61%	2.35	1.37	0.09	0.09	0.47450000000000003	0.4341	0.33899999999999997	Apr 29/a	32.79	0.0209	5341125.0	Kinross Gold Corp	Basic Materials	Gold	Canada	16.74	0.79	1.39	0.0118	0.012199999999999999	0.2238	-0.1616	1.4691	51.93	0.0231	-0.0022	9.51	0.46	5.57	4.59	22.37	15.56	0.6556000000000001	0.1316	0.1292	0.2047	0.1085	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-24	95
LRCX	334110000000.0	0.0039000000000000003	0.3292	0.6676000000000001	46.86%	2.54	1.77	0.35	0.35	0.4997	0.34259999999999996	0.3094	Apr 22/a	267.55	0.0348	12030355.0	Lam Research Corp	Technology	Semiconductor Equipment & Materials	USA	50.5	1.84	11.83	0.0863	0.1373	0.5702	-0.0218	2.9608	61.11	0.0002	0.0346	34.19	1.08	15.41	31.61	70.32	55.64	0.36219999999999997	0.38770000000000004	0.2242	0.31739999999999996	0.1292	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-24	90
XPEL	1290000000.0		0.1493	0.2026	17.25%	3.25	1.52	0.06	0.08	0.42210000000000003	0.1316	0.1076	May 06/b	46.63	-0.0045000000000000005	87813.0	XPEL Inc	Consumer Cyclical	Auto Parts	USA	25.24	1.13	1.67	0.028999999999999998	0.0545	0.10859999999999999	-0.166	0.8025	59.07	-0.0034000000000000002	-0.0011	16.57	0.56	2.7	4.59	25.31	20.45	0.1477	0.325	0.22820000000000001	0.2979	0.24539999999999998	True	True	False	True	True	True	True	True	True	True	True	True	2026-04-24	90
VICR	12410000000.0		0.18600000000000003	0.20489999999999997	17.99%	14.3	12.03	0.01	0.01	0.5690999999999999	0.12619999999999998	0.32030000000000003	Apr 21/b	273.53	0.051500000000000004	721429.0	Vicor Corp	Technology	Electronic Components	USA	91.52	2.27	19.4	0.4036	0.4754	1.5088	-0.0695	6.027100000000001	78.71	0.016399999999999998	0.0345	48.48	1.33	29.09	17.4	30.7	104.09	0.061799999999999994	1.036	0.449	0.3649	0.06570000000000001	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-24	90
SSRM	6250000000.0	0.0021	0.0702	0.1197	10.83%	2.08	1.25	0.04	0.11	0.35729999999999995	0.28859999999999997	0.24280000000000002	May 05/a	30.52	0.022400000000000003	1653927.0	SSR Mining Inc	Basic Materials	Gold	USA	16.7	-0.14	1.75	-0.020099999999999996	0.032	0.33020000000000005	-0.1642	2.0906000000000002	50.86	0.019	0.0034000000000000002	6.14	0.2	3.84	1.77	10.86	25.81	1.0682	0.1956	0.12990000000000002	0.3081	0.1382	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-24	90
EXEL	11420000000.0		0.2667	0.3553	33.52%	3.56	3.5	0.08	0.09	0.9639	0.3848	0.3373	May 05/a	44.94	-0.0241	2260214.0	Exelixis Inc	Healthcare	Biotechnology	USA	16.14	0.42	1.41	0.0123	0.0393	0.0779	-0.0943	0.33140000000000003	53.55	-0.03	0.0060999999999999995	11.42	0.75	4.92	5.46	10.78	13.03	0.0759	0.18710000000000002	0.5119	0.1527	0.1863	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-24	90
