Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
MU	1176440000000.0	0.0005	0.2762	0.3982	29.16%	2.9	2.32	0.14	0.15	0.5854	0.4865	0.41490000000000005	Jun 24/a	1043.19	0.022000000000000002	45225675.0	Micron Technology Inc	Technology	Semiconductors	USA	49.25	2.17	77.77	0.1033	0.4524	1.6365	-0.0605	9.0908	61.74	-0.0168	0.0395	9.18	0.06	20.24	16.24	80.5	114.43	6.4362	0.8440000000000001	0.2619	1.4163	0.1176	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-17	100
NBIX	15990000000.0		0.15560000000000002	0.225	17.53%	2.93	2.85	0.12	0.12	0.9817	0.2575	0.2155	May 05/a	159.0	0.0165	1037741.0	Neurocrine Biosciences Inc	Healthcare	Drug Manufacturers - Specialty & Generic	USA	24.45	0.4	4.85	-0.0037	0.08130000000000001	0.126	-0.0623	0.3018	53.93	0.0152	0.0013	16.69	0.45	5.15	4.69	12.15	19.23	0.6339	0.2489	0.0231	0.36729999999999996	0.2229	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-17	100
AMG	9390000000.0	0.0001	0.0833	0.2404	12.56%	1.18	1.18	0.94	0.94	0.9361	0.1954	0.3542	May 01/b	355.67	-0.0051	255903.0	Affiliated Managers Group Inc	Financial	Asset Management	USA	14.49	1.11	10.55	0.09380000000000001	0.1557	0.26239999999999997	-0.0226	0.9783	74.67	-0.0049	-0.0002	8.87	0.38	4.41	3.05	24.98	8.59	0.34130000000000005	0.1481	0.3932	0.2359	0.0054	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-17	95
NXPI	75290000000.0	0.014499999999999999	0.1015	0.262	12.11%	2.24	1.55	1.0	1.07	0.5371	0.2631	0.21030000000000001	Apr 28/a	298.2	-0.0155	2765414.0	NXP Semiconductors NV	Technology	Semiconductors	Netherlands	28.53	1.79	14.93	-0.0416	0.0697	0.2777	-0.12279999999999999	0.6295000000000001	49.49	-0.035	0.0203	16.92	0.84	5.97	6.89	20.3	27.01	0.2457	0.1978	1.1219	0.20079999999999998	0.0733	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-17	95
LLY	1047220000000.0	0.0063	0.24539999999999998	1.0764	35.82%	1.5	1.1	1.26	1.39	0.8283	0.473	0.34979999999999994	Apr 30/b	1112.0	-0.009399999999999999	2381052.0	Lilly(Eli) & Co	Healthcare	Drug Manufacturers - General	USA	40.03	0.52	34.65	0.0075	0.10300000000000001	0.1532	-0.059800000000000006	0.7827	57.33	-0.0042	-0.0052	24.94	0.87	14.49	33.63	198.26	88.58	0.5121	0.21789999999999998	0.2759	0.2854	0.2158	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-17	95
STRL	25720000000.0		0.1439	0.3475	23.10%	1.1	1.1	0.26	0.29	0.2243	0.1741	0.1202	May 04/a	838.21	-0.022799999999999997	651088.0	Sterling Infrastructure Inc	Industrials	Engineering & Construction	USA	74.94	1.83	61.11	-0.0025	0.1972	0.8779	-0.16649999999999998	3.0450999999999997	53.18	-0.038	0.0158	34.85	0.9	8.92	21.62	50.25	58.42	0.7365	0.2731	0.4426	0.3851	0.1177	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-17	95
SIMO	10310000000.0	0.0072	0.1477	0.2023	18.73%	2.85	1.38	0.0	0.0	0.48090000000000005	0.1277	0.15990000000000001	Apr 28/a	307.12	0.08650000000000001	1088380.0	Silicon Motion Technology Corp ADR	Technology	Semiconductors	Hong Kong	61.09	1.72	22.79	0.10529999999999999	0.35840000000000005	1.2834999999999999	-0.023	3.4894	65.08	0.049699999999999994	0.035	29.92	0.62	9.71	11.37	49.8		1.4638999999999998	0.17350000000000002	0.0977	0.4854	0.1039	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-17	95
LRCX	467940000000.0	0.0028000000000000004	0.3292	0.6676000000000001	46.86%	2.54	1.77	0.35	0.35	0.49979999999999997	0.34259999999999996	0.3094	Apr 22/a	374.18	0.0131	10813666.0	Lam Research Corp	Technology	Semiconductor Equipment & Materials	USA	70.63	1.84	22.0	0.1258	0.2671	0.7937000000000001	-0.0481	3.2642	65.59	-0.020499999999999997	0.034300000000000004	46.55	1.42	21.58	44.21	98.49	77.93	0.37310000000000004	0.41409999999999997	0.2242	0.3287	0.1292	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-17	90
VICR	14820000000.0		0.18600000000000003	0.20489999999999997	17.99%	14.3	12.03	0.01	0.01	0.5817	0.12619999999999998	0.32030000000000003	Apr 21/b	325.17	0.0147	474238.0	Vicor Corp	Technology	Electronic Components	USA	108.9	2.37	26.35	0.061	0.20079999999999998	1.1135	-0.1015	6.7866	59.29	-0.0165	0.0317	55.00	1.37	34.74	19.65	36.66	169.74	0.1383	0.9901000000000001	0.449	0.40149999999999997	0.06570000000000001	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-17	90
CPAY	23090000000.0		0.0519	0.3371	11.60%	0.98	0.98	1.88	2.95	0.7281	0.4561	0.24530000000000002	May 07/a	353.33	-0.0195	586050.0	Corpay Inc	Technology	Software - Infrastructure	USA	21.12	0.87	11.38	-0.0009	0.0571	0.132	-0.0384	0.39740000000000003	54.44	-0.0189	-0.0006	11.52	0.62	4.83	6.66	2.62	17.62	0.2525	0.1451	0.13140000000000002	0.18600000000000003	0.1365	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-17	90
