Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
AGI	20870000000.0	0.0023	0.1512	0.2206	19.02%	1.72	1.33	0.05	0.05	0.5326	0.4805	0.48969999999999997	Feb 18/a	49.7	0.038900000000000004	4039056.0	Alamos Gold Inc	Basic Materials	Gold	Canada	23.71	0.59	2.6	0.16079999999999997	0.20929999999999999	0.5286	0.0339	1.2555	64.34	0.0354	0.0033	14.5	0.4	11.54	4.69	30.59	78.13	0.9783	0.2375	0.4175	0.35810000000000003	0.1931	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-23	100
NVDA	4656930000000.0	0.0002	0.7715000000000001	1.0735999999999999	77.27%	4.47	3.71	0.08	0.09	0.7005	0.5884	0.5301	Feb 25/a	191.64	0.0096	169778679.0	NVIDIA Corp	Technology	Semiconductors	USA	47.47	2.32	5.93	0.0281	0.0363	0.1041	-0.0968	1.2125	56.85	0.0007000000000000001	0.0089	24.42	0.49	24.88	39.18	76.84	60.23	0.5684	0.6734	0.9183	0.5034000000000001	0.6424	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-23	100
MU	474050000000.0	0.0011	0.15130000000000002	0.2255	16.85%	2.46	1.78	0.2	0.21	0.45530000000000004	0.3292	0.2815	Dec 17/a	421.19	-0.0163	25218521.0	Micron Technology Inc	Technology	Semiconductors	USA	40.04	1.5	24.08	0.0298	0.21030000000000001	1.094	-0.0753	5.8442	59.38	-0.0034000000000000002	-0.013000000000000001	9.17	0.11	11.2	8.06	45.94	101.9	3.07	0.3619	0.2619	0.8011	0.1176	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-23	100
LLY	998600000000.0	0.0064	0.2159	1.0134999999999998	30.11%	1.58	1.19	1.58	1.65	0.8304	0.4556	0.3166	Feb 04/b	1058.56	0.048600000000000004	4754637.0	Lilly(Eli) & Co	Healthcare	Drug Manufacturers - General	USA	46.86	0.4	37.94	0.0212	0.0062	0.2184	-0.0665	0.6970000000000001	53.26	0.0109	0.0373	25.51	0.96	15.32	37.69	137.4	111.3	0.4057	0.2194	0.2759	0.2666	0.2158	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-23	95
EXEL	11430000000.0		0.2667	0.3553	33.52%	3.56	3.5	0.08	0.09	0.9639	0.3848	0.3373	Feb 10/a	44.01	0.0087	2347584.0	Exelixis Inc	Healthcare	Biotechnology	USA	15.81	0.42	1.38	0.0178	0.008	0.0594	-0.1131	0.3592	52.99	0.011699999999999999	-0.003	10.79	0.62	4.93	5.34	10.79	13.05	0.076	0.23079999999999998	0.5119	0.1736	0.1863	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-23	90
CGAU	3790000000.0	0.011000000000000001	0.2224	0.3143	28.20%	2.39	1.65	0.01	0.01	0.2547	0.18710000000000002	0.44689999999999996	Feb 19/a	18.78	-0.014199999999999999	2871725.0	Centerra Gold Inc	Basic Materials	Gold	Canada	6.6	0.8	1.06	0.0192	0.1348	0.7195999999999999	-0.0794	2.4713	55.98	-0.024399999999999998	0.0105	9.26	0.55	2.9	1.82	7.0	40.65	0.7034999999999999	0.0724	0.1553	0.16949999999999998	0.1295	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-23	90
KGC	42630000000.0	0.0039000000000000003	0.2054	0.3096	25.61%	2.35	1.37	0.09	0.09	0.47450000000000003	0.4341	0.33899999999999997	Feb 18/a	35.53	0.0622	16025401.0	Kinross Gold Corp	Basic Materials	Gold	Canada	18.14	0.75	1.82	0.039599999999999996	0.1081	0.537	-0.0915	2.4428	57.1	0.038599999999999995	0.0227	10.83	0.86	6.05	4.97	24.28	16.89	0.626	0.0966	0.1292	0.1258	0.1085	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-23	90
FNV	52220000000.0	0.005699999999999999	0.1331	0.1417	13.13%	4.64	4.63	0.0	0.0	0.7199	0.6908	0.5951	Mar 10/a	270.88	0.04019999999999999	698024.0	Franco-Nevada Corporation	Basic Materials	Gold	Canada	56.81	0.48	10.58	0.08470000000000001	0.1585	0.3824	-0.0098	0.9765	64.21	0.0322	0.0078000000000000005	32.24	0.71	33.78	7.46	220.62		0.6823	0.5559000000000001	0.09380000000000001	0.45640000000000003	0.057	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-23	90
SSRM	6160000000.0		0.0702	0.1197	10.83%	2.08	1.25	0.04	0.11	0.35729999999999995	0.28859999999999997	0.24280000000000002	Feb 17/a	30.3	-0.0053	4521664.0	SSR Mining Inc	Basic Materials	Gold	USA	16.58	-0.16	1.9	0.1494	0.2501	0.584	-0.009000000000000001	2.5025	63.59	-0.0207	0.0158	5.89	0.18	3.78	1.75	10.7	25.44	1.2335	0.1452	0.12990000000000002	0.3268	0.1382	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-23	90
WPM	70760000000.0	0.0042	0.1267	0.1305	12.37%	8.09	8.09	0.0	0.0	0.6851999999999999	0.6409	0.5472	Nov 06/a	155.86	0.0364	1848196.0	Wheaton Precious Metals Corp	Basic Materials	Gold	Canada	70.74	0.52	6.73	0.08439999999999999	0.1779	0.473	-0.0281	1.3371000000000002	63.07	0.0245	0.011699999999999999	31.72	0.55	38.66	8.74	61.12	101.86	1.0276	0.7188	0.433	0.5743	0.0832	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-23	90
