Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
NBIX	18650000000.0		0.15560000000000002	0.225	17.53%	2.93	2.85	0.12	0.12	0.9817	0.2575	0.2155	Jul 30/a	185.5	0.026099999999999998	2165610.0	Neurocrine Biosciences Inc	Healthcare	Drug Manufacturers - Specialty & Generic	USA	28.52	0.37	5.2	0.053200000000000004	0.1101	0.2726	0.0109	0.5188	67.09	0.0363	-0.009899999999999999	18.53	0.47	6.01	5.48	14.17	22.44	0.6577	0.2933	0.0231	0.3917	0.2229	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-30	100
HALO	9880000000.0		0.1433	0.9940000000000001	16.18%	2.76	2.33	8.81	9.76	0.7693000000000001	0.5696	0.23129999999999998	Aug 06/a	83.3	0.0002	1977062.0	Halozyme Therapeutics Inc	Healthcare	Biotechnology	USA	29.96	0.83	2.4	0.049699999999999994	0.1251	0.19390000000000002	-0.013500000000000002	0.4232	68.26	0.0191	-0.018500000000000003	8.36	0.21	6.55	44.95	31.01	14.8	0.9143000000000001	0.255	0.2289	0.389	0.39159999999999995	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-30	100
AMG	9650000000.0	0.0001	0.0833	0.2404	12.56%	1.18	1.18	0.94	0.94	0.9361	0.1954	0.3542	Jul 30/b	365.46	0.015	267719.0	Affiliated Managers Group Inc	Financial	Asset Management	USA	14.89	1.1	13.24	0.0124	0.0675	0.2224	-0.0452	0.8273	55.99	0.0048	0.0101	8.76	0.35	4.53	3.13	25.66	8.83	0.3834	0.157	0.3932	0.2529	0.0054	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-30	95
LLY	1087680000000.0001	0.006	0.24539999999999998	1.0764	35.82%	1.5	1.1	1.26	1.39	0.8283	0.473	0.34979999999999994	Aug 05/b	1154.97	-0.0455	3016236.0	Lilly(Eli) & Co	Healthcare	Drug Manufacturers - General	USA	41.57	0.5	36.41	-0.0278	0.0089	0.1288	-0.0756	0.8515999999999999	46.87	-0.016200000000000003	-0.0297	25.57	0.88	15.05	34.93	205.92	92.0	0.4473	0.2893	0.2759	0.2915	0.2158	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-30	95
ATLC	1600000000.0		0.025099999999999997	0.2139	1.94%	1.59	1.59	9.12	9.23	0.9209	0.2409	0.0546	May 07/a	106.05	0.0184	126258.0	Atlanticus Holdings Corp	Financial	Credit Services	USA	15.81	2.1	5.59	0.0701	0.12029999999999999	0.5323	-0.0583	1.2597	62.03	0.0019	0.0165	8.15	0.18	0.7	2.47	1.99	2.03	0.5968	0.36810000000000004	0.0855	0.45439999999999997	0.2843	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-30	90
APH	196620000000.0	0.0062	0.146	0.38079999999999997	15.74%	1.89	1.41	1.11	1.21	0.3895	0.2813	0.1773	Jul 29/b	159.82	0.0633	10750564.0	Amphenol Corp	Technology	Electronic Components	USA	40.03	1.28	7.65	0.023	0.043899999999999995	0.1259	-0.1048	0.5553	54.47	0.0007000000000000001	0.0625	25.50	0.88	6.78	14.06	36.28	41.71	0.5518	0.20929999999999999	0.2785	0.2897	0.21850000000000003	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-30	90
EXEL	14070000000.0		0.3069	0.40990000000000004	39.59%	3.26	3.19	0.09	0.09	0.9643999999999999	0.4029	0.3508	Aug 05/a	55.97	0.0116	2486327.0	Exelixis Inc	Healthcare	Biotechnology	USA	18.55	0.43	1.46	0.0009	0.0466	0.2243	-0.0278	0.6581	55.73	0.0195	-0.0078000000000000005	13.69	0.89	5.92	7.34	18.1	15.33	0.1351	0.1691	0.5119	0.15410000000000001	0.1863	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-30	90
CPAY	25500000000.0		0.0519	0.3371	11.60%	0.98	0.98	1.88	2.95	0.7281	0.4561	0.24530000000000002	Aug 05/a	390.12	-0.0069	593021.0	Corpay Inc	Technology	Software - Infrastructure	USA	23.32	0.83	11.13	0.067	0.0975	0.218	-0.013600000000000001	0.5429999999999999	66.73	0.0015	-0.0084	12.74	0.69	5.33	7.35	2.89	19.46	0.2516	0.14400000000000002	0.13140000000000002	0.1855	0.1365	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-30	90
MRX	4740000000.0	0.0096	0.011399999999999999	0.2899	9.35%	1.08	1.07	1.75	7.68	0.742	0.3134	0.0814	Aug 12/b	65.92	0.044000000000000004	725355.0	Marex Group Ltd	Financial	Capital Markets	Bermuda	15.24	-0.07	3.15	0.0146	0.0761	0.44530000000000003	-0.0739	1.3618999999999999	55.01	0.024900000000000002	0.0187	10.80	0.52	1.16	3.73	0.32		0.35509999999999997	0.1285	0.5147999999999999	0.2059	0.4368	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-30	85
GLBE	6680000000.0		0.09380000000000001	0.1297	12.52%	2.25	2.25	0.02	0.03	0.4462	0.121	0.1137	Aug 12/b	39.87	-0.0097	1416889.0	Global E Online Ltd	Consumer Cyclical	Internet Retail	Israel	59.88	0.99	1.6	0.060899999999999996	0.1586	0.1413	-0.049400000000000006	0.4852	63.95	0.0091	-0.018600000000000002	25.95	0.34	6.52	7.41	12.09	22.47	1.9080000000000001	0.3549	0.6244	0.7731	0.4781	True	True	True	True	True	True	True	True	True	True	True	True	2026-07-30	85
