Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
HALO	8260000000.0		0.1433	0.9940000000000001	16.18%	2.76	2.33	8.81	9.76	0.7693000000000001	0.5696	0.23129999999999998	May 11/a	69.62	0.0091	2042302.0	Halozyme Therapeutics Inc	Healthcare	Biotechnology	USA	25.04	0.86	2.21	0.0024	0.024900000000000002	0.0072	-0.1532	0.3635	52.27	0.0034999999999999996	0.005699999999999999	7.01	0.18	5.47	37.57	25.92	12.37	0.9541	0.2241	0.2289	0.391	0.39159999999999995	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-23	100
MU	1186120000000.0	0.0005	0.2762	0.3982	29.16%	2.9	2.32	0.14	0.15	0.5854	0.4865	0.41490000000000005	Jun 24/a	1051.77	-0.1318	58591982.0	Micron Technology Inc	Technology	Semiconductors	USA	49.66	2.12	86.44	0.048499999999999995	0.38170000000000004	1.56	-0.1333	9.1738	57.04	-0.024300000000000002	-0.1101	8.67	0.06	20.41	16.37	81.16	115.37	6.64	0.9157	0.2619	1.4821	0.1176	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-23	100
NBIX	16230000000.0		0.15560000000000002	0.225	17.53%	2.93	2.85	0.12	0.12	0.9817	0.2575	0.2155	May 05/a	161.44	-0.0011	1076059.0	Neurocrine Biosciences Inc	Healthcare	Drug Manufacturers - Specialty & Generic	USA	24.82	0.39	4.64	0.006999999999999999	0.085	0.1408	-0.0479	0.3218	56.99	-0.0011	0.0	16.68	0.44	5.23	4.77	12.33	19.53	0.6533	0.25370000000000004	0.0231	0.3753	0.2229	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-23	100
NXPI	75730000000.0	0.015300000000000001	0.1015	0.262	12.11%	2.24	1.55	1.0	1.07	0.5371	0.2631	0.21030000000000001	Apr 28/a	299.94	-0.0721	6165179.0	NXP Semiconductors NV	Technology	Semiconductors	Netherlands	28.7	1.78	16.16	-0.0377	0.0516	0.2783	-0.1177	0.639	49.29	-0.0294	-0.044000000000000004	16.93	0.82	6.0	6.93	20.42	27.17	0.2498	0.2003	1.1219	0.2072	0.0733	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-23	95
LLY	1042579999999.9999	0.0063	0.24539999999999998	1.0764	35.82%	1.5	1.1	1.26	1.39	0.8283	0.473	0.34979999999999994	Apr 30/b	1107.08	0.0045000000000000005	3304210.0	Lilly(Eli) & Co	Healthcare	Drug Manufacturers - General	USA	39.85	0.52	34.62	-0.0052	0.0882	0.1416	-0.064	0.7748	55.82	-0.0076	0.012199999999999999	24.85	0.87	14.43	33.48	197.38	88.18	0.5115999999999999	0.2173	0.2759	0.2848	0.2158	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-23	95
AMG	9250000000.0	0.0001	0.0833	0.2404	12.56%	1.18	1.18	0.94	0.94	0.9361	0.1954	0.3542	May 01/b	350.22	-0.019799999999999998	259610.0	Affiliated Managers Group Inc	Financial	Asset Management	USA	14.27	1.1	10.33	0.052000000000000005	0.1232	0.235	-0.037599999999999995	0.9362	65.69	-0.0058	-0.0141	8.73	0.37	4.34	3.0	24.59	8.46	0.34130000000000005	0.1481	0.3932	0.2359	0.0054	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-23	95
SIMO	10710000000.0	0.0069	0.1477	0.2023	18.73%	2.85	1.38	0.0	0.0	0.48090000000000005	0.1277	0.15990000000000001	Apr 28/a	319.0	-0.053099999999999994	843707.0	Silicon Motion Technology Corp ADR	Technology	Semiconductors	Hong Kong	63.45	1.68	24.61	0.1121	0.3396	1.3085	-0.1014	3.6373	63.71	0.0409	-0.0904	30.24	0.55	10.08	11.81	51.73		1.484	0.1962	0.0977	0.5488000000000001	0.1039	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-23	95
STRL	27380000000.0		0.1439	0.3475	23.10%	1.1	1.1	0.26	0.29	0.2243	0.1741	0.1202	May 04/a	892.25	-0.0434	659296.0	Sterling Infrastructure Inc	Industrials	Engineering & Construction	USA	79.77	1.81	63.72	0.033	0.226	0.9584	-0.1128	3.1562	56.73	0.0262	-0.0679	37.10	0.96	9.49	23.01	53.49	62.19	0.7365	0.2731	0.4426	0.3851	0.1177	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-23	95
LRCX	464370000000.0	0.0028000000000000004	0.3292	0.6676000000000001	46.86%	2.54	1.77	0.35	0.35	0.49979999999999997	0.34259999999999996	0.3094	Apr 22/a	371.33	-0.0933	15757357.0	Lam Research Corp	Technology	Semiconductor Equipment & Materials	USA	70.09	1.81	23.8	0.0735	0.2242	0.7434999999999999	-0.09380000000000001	3.1126	58.68	-0.0003	-0.09300000000000001	45.99	1.37	21.42	43.87	97.74	77.33	0.3736	0.42	0.2242	0.3361	0.1292	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-23	90
VICR	15320000000.0		0.18600000000000003	0.20489999999999997	17.99%	14.3	12.03	0.01	0.01	0.5817	0.12619999999999998	0.32030000000000003	Apr 21/b	336.12	-0.0805	1030974.0	Vicor Corp	Technology	Electronic Components	USA	112.57	2.34	27.93	0.056600000000000004	0.1985	1.1239	-0.0901	7.0489	58.16	0.018500000000000003	-0.09720000000000001	56.44	1.26	35.91	20.31	37.9	175.46	0.166	0.9569	0.449	0.4462	0.06570000000000001	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-23	90
