Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
AGI	20370000000.0	0.0026	0.1512	0.2206	19.02%	1.72	1.33	0.05	0.05	0.5326	0.4805	0.48969999999999997	Feb 18/a	48.52	-0.0182	3235521.0	Alamos Gold Inc	Basic Materials	Gold	Canada	23.14	0.56	2.63	-0.0134	0.0944	0.41950000000000004	-0.1243	1.0656	51.68	-0.02	0.0018	13.85	0.36	11.26	4.58	29.87	76.28	1.0255	0.23579999999999998	0.4175	0.3839	0.1931	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-12	100
AVGO	1593260000000.0	0.0077	0.149	0.3337	17.38%	1.9	1.73	0.8	0.83	0.6496	0.4157	0.3657	Mar 04/a	336.04	-0.016200000000000003	21266009.0	Broadcom Inc	Technology	Semiconductors	USA	65.55	1.24	14.12	0.018600000000000002	0.0073	0.0406	-0.1895	1.4333	52.6	-0.0045000000000000005	-0.011699999999999999	19.19	0.41	23.33	19.93	112.41	55.11	0.6335999999999999	0.5721	0.4976	0.47119999999999995	0.21739999999999998	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-12	100
MU	456230000000.0	0.0012	0.15130000000000002	0.2255	16.85%	2.46	1.78	0.2	0.21	0.45530000000000004	0.3292	0.2815	Mar 18/a	405.35	-0.0319	31340191.0	Micron Technology Inc	Technology	Semiconductors	USA	38.53	1.54	25.04	-0.0070999999999999995	0.052300000000000006	0.8314	-0.1101	5.586799999999999	52.07	-0.01	-0.022099999999999998	8.05	0.1	10.78	7.76	44.21	98.07	3.2883999999999998	0.41600000000000004	0.2619	0.8286	0.1176	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-12	100
CGAU	3710000000.0	0.0111	0.2224	0.3143	28.20%	2.39	1.65	0.01	0.01	0.2547	0.18710000000000002	0.44689999999999996	Feb 19/a	18.54	-0.018000000000000002	997494.0	Centerra Gold Inc	Basic Materials	Gold	Canada	6.52	0.84	1.06	-0.030899999999999997	0.039	0.5793	-0.1242	2.427	48.68	-0.0091	-0.009000000000000001	9.16	0.43	2.84	1.8	6.86	39.81	0.7573000000000001	0.038	0.1553	0.2114	0.1295	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-12	95
SSRM	5990000000.0		0.0702	0.1197	10.83%	2.08	1.25	0.04	0.11	0.35729999999999995	0.28859999999999997	0.24280000000000002	Feb 17/a	29.47	-0.027999999999999997	2405139.0	SSR Mining Inc	Basic Materials	Gold	USA	16.13	-0.16	2.14	-0.0154	0.1143	0.4428	-0.12	2.4065	51.54	-0.05	0.0231	5.86	0.19	3.68	1.71	10.41	24.74	1.2812000000000001	0.0959	0.12990000000000002	0.3147	0.1382	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-12	90
WPM	66160000000.0	0.0045000000000000005	0.1267	0.1305	12.37%	8.09	8.09	0.0	0.0	0.6851999999999999	0.6409	0.5472	Mar 12/a	145.73	-0.019799999999999998	2104278.0	Wheaton Precious Metals Corp	Basic Materials	Gold	Canada	66.14	0.52	6.97	-0.0356	0.029500000000000002	0.319	-0.1208	1.1421	47.79	-0.0085	-0.011399999999999999	25.9	0.42	36.15	8.18	57.15	95.24	1.0675	0.9298000000000001	0.433	0.617	0.0832	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-12	90
SQM	10810000000.0	0.021	0.0451	0.1081	5.90%	3.27	2.25	0.75	0.84	0.2933	0.245	0.1284	Feb 28/a	75.67	-0.0279	837690.0	Sociedad Quimica Y Minera de Chile S.A. ADR	Basic Materials	Specialty Chemicals	Chile	36.75	1.04	3.67	0.025099999999999997	0.0009	0.42450000000000004	-0.12140000000000001	1.5773	52.25	-0.013300000000000001	-0.0148	12.44	0.3	2.36	3.79	3.96	24.73	1.5591	0.15410000000000001	0.2712	0.41090000000000004	0.20120000000000002	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-12	85
PAHC	1990000000.0	0.0098	0.0684	0.318	8.56%	3.05	1.22	2.24	2.33	0.3178	0.11900000000000001	0.0629	Feb 04/a	49.0	-0.021400000000000002	213593.0	Phibro Animal Health Corp	Healthcare	Drug Manufacturers - Specialty & Generic	USA	21.72	0.73	2.39	-0.049800000000000004	0.0721	0.30469999999999997	-0.1297	2.0322	48.4	0.0002	-0.0216	14.56	0.69	1.36	5.98	26.69	42.05	0.4474	0.1124	0.0745	0.2104	0.1012	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-12	85
PAAS	25340000000.0	0.0109	0.11539999999999999	0.1672	12.55%	2.69	1.97	0.11	0.12	0.3766	0.32270000000000004	0.2702	Feb 18/a	60.07	-0.0125	5430177.0	Pan American Silver Corp	Basic Materials	Gold	Canada	24.0	0.68	3.59	-0.028399999999999998	0.018500000000000003	0.457	-0.1417	1.9231	48.43	-0.0069	-0.005600000000000001	11.66	0.51	7.0	3.62	19.21	23.79	0.7940999999999999	0.1307	0.248	0.2284	0.22	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-12	85
WMB	89810000000.0	0.0287	0.0447	0.20739999999999997	6.49%	0.53	0.48	2.14	2.31	0.4157	0.3547	0.22149999999999997	Feb 10/b	73.52	-0.0118	5613712.0	Williams Cos Inc	Energy	Oil & Gas Midstream	USA	34.44	0.65	1.6	-0.0028000000000000004	0.0848	0.1911	-0.0436	0.4254	58.34	-0.0125	0.0007000000000000001	28.26	1.91	7.61	7.03	1425.54	99.9	0.0944	0.1321	0.6564	0.14800000000000002	0.0891	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-12	80
