Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
CDNA	2630000000.0		0.22719999999999999	0.2949	25.30%	4.58	4.51	0.03	0.05	0.7011	-0.004	0.24230000000000002	Jul 30/a	50.88	2.05%	1306915.0	Caredx Inc	Healthcare	Diagnostics & Research	USA	24.53	2.42	2.43	0.0493	0.24969999999999998	1.03	-0.052000000000000005	3.1132	65.49	0.0248	-0.0042	38.32	0.82	5.75	6.15	7.04	31.08	1.0755	0.10310000000000001	0.0009	0.4693	0.1459	True	True	True	True	True	True	True	True	True	True	True	True	2026-09-04	100
MU	1148130000000.0	0.0006	0.475	0.6664	47.38%	3.42	2.98	0.06	0.06	0.726	0.6575	0.5590999999999999	Jun 24/a	1016.59	6.10%	35124983.0	Micron Technology Inc	Technology	Semiconductors	USA	23.01	2.24	54.84	0.07769999999999999	0.08349999999999999	0.6762	-0.19	7.5774	60.15	0.0466	0.0138	6.54	0.04	12.72	11.39	44.08	43.87	7.8502	1.1179999999999999	0.2619	1.7361000000000002	0.1176	True	True	True	True	True	True	True	True	True	True	True	True	2026-09-04	100
HALO	12510000000.0		0.17859999999999998	1.7367	19.87%	2.71	2.31	13.5	14.96	0.764	0.5677	0.2486	Aug 06/a	110.19	-0.51%	1010595.0	Halozyme Therapeutics Inc	Healthcare	Biotechnology	USA	32.92	0.88	2.86	0.0404	0.21530000000000002	0.48479999999999995	-0.0086	0.7998000000000001	72.35	0.0025	-0.0077	10.70	0.26	7.52	87.54	54.14	15.51	1.0277	0.22390000000000002	0.2289	0.41350000000000003	0.39159999999999995	True	True	True	True	True	True	True	True	True	True	True	True	2026-09-04	100
NVDA	5551680000000.0	0.0032	0.8368000000000001	1.1721	72.42%	4.59	3.85	0.16	0.17	0.7467	0.6520999999999999	0.6365999999999999	Aug 26/a	230.36	0.84%	134975675.0	NVIDIA Corp	Technology	Semiconductors	USA	29.12	2.22	7.38	0.0467	0.094	0.17120000000000002	-0.026099999999999998	0.40399999999999997	60.39	-0.0032	0.0116	14.73	0.23	18.32	24.29	55.87	43.71	0.9407	0.6892	0.9527	0.6431	0.669	True	True	True	True	True	True	True	True	True	True	True	True	2026-09-04	100
ETON	1670000000.0		0.1167	0.35969999999999996	19.01%	1.52	1.3	0.43	0.63	0.5787	0.1563	0.1202	Aug 13/a	58.45	-2.42%	521375.0	Eton Pharmaceuticals Inc	Healthcare	Drug Manufacturers - Specialty & Generic	USA	154.55	0.88	3.27	0.0159	0.2243	1.0672	-0.1193	3.096	56.85	-0.023700000000000002	-0.0005	23.78	0.21	15.82	35.5	62.25	113.42	2.6041000000000003	0.9487000000000001	0.33659999999999995	1.1421	3.5957	True	True	True	True	True	True	True	True	True	True	True	True	2026-09-04	95
B	73650000000.0	0.0242	0.131	0.2504	20.41%	3.01	2.36	0.17	0.17	0.5318999999999999	0.5217	0.316	Aug 10/b	44.75	-2.21%	6169169.0	Barrick Mining Corp	Basic Materials	Gold	Canada	11.51	0.46	1.65	0.008	0.1157	0.051699999999999996	-0.1818	0.6685	54.54	-0.0022	-0.0199	10.90	0.47	3.57	2.7	12.43	13.13	0.4877	0.14029999999999998	0.1748	0.23120000000000002	0.0613	True	True	True	True	True	True	True	True	True	True	True	True	2026-09-04	95
SCHW	189000000000.0	0.0116	0.0207	0.2027	13.96%	1.16	1.16	0.44	0.74	0.8503000000000001	0.49700000000000005	0.331	Jul 21/b	109.29	-0.99%	5883399.0	Charles Schwab Corp	Financial	Capital Markets	USA	19.87	0.77	2.19	-0.0069	0.0401	0.1217	-0.0458	0.3017	53.24	-0.0027	-0.0072	13.88	0.59	6.44	4.3	3.07		0.3342	0.212	0.1702	0.2343	0.17980000000000002	True	True	True	True	True	True	True	True	True	True	True	True	2026-09-04	95
IAG	11690000000.0		0.205	0.2953	23.56%	1.71	1.05	0.12	0.12	0.49329999999999996	0.47490000000000004	0.314	Aug 06/a	20.48	-2.20%	2149253.0	Iamgold Corp	Basic Materials	Gold	Canada	10.37	1.4	0.91	0.028300000000000002	0.19820000000000002	0.14880000000000002	-0.1765	1.2069	58.42	0.0109	-0.0325	8.57	0.36	3.18	2.67	23.28	7.42	0.7301000000000001	0.12279999999999999	0.6994	0.24050000000000002	0.18100000000000002	True	True	True	True	True	True	True	True	True	True	True	True	2026-09-04	95
CACC	6280000000.0		0.0579	0.3193	7.69%	0.29	0.29	3.11	3.96	0.9769	0.48560000000000003	0.21539999999999998	Aug 04/a	604.72	0.52%	59532.0	Credit Acceptance Corp	Financial	Credit Services	USA	13.3	1.39	17.16	0.0233	0.0052	0.1654	-0.0959	0.5047	55.88	0.0067	-0.0015	10.56	0.48	2.69	3.95	12.53	5.14	0.2274	0.1794	0.0916	0.22149999999999997	0.0678	True	True	False	True	True	True	True	True	True	True	True	True	2026-09-04	95
AU	55080000000.0	0.043899999999999995	0.2565	0.465	35.67%	2.71	2.07	0.19	0.2	0.5769	0.5068	0.32189999999999996	Jul 31/b	109.07	-2.33%	2211685.0	AngloGold Ashanti Plc	Basic Materials	Gold	USA	14.6	0.72	4.6	0.005699999999999999	0.1834	0.14550000000000002	-0.15539999999999998	0.9243000000000001	56.3	-0.0005	-0.022799999999999997	11.69	0.5	4.66	6.15	19.62	13.01	0.6644	0.0441	0.17920000000000003	0.23329999999999998	0.1745	True	True	True	True	True	True	True	True	True	True	True	True	2026-09-04	95
AMG	9570000000.0	0.0001	0.094	0.2729	14.17%	1.29	1.29	0.99	0.99	0.9399	0.217	0.3763	Jul 30/b	370.22	1.10%	244072.0	Affiliated Managers Group Inc	Financial	Asset Management	USA	12.92	1.07	11.39	0.0166	0.022099999999999998	0.1769	-0.057800000000000004	0.62	54.77	0.0196	-0.0084	8.58	0.32	4.21	3.17	23.29	8.59	0.41850000000000004	0.16760000000000003	0.3932	0.2709	0.0054	True	True	True	True	True	True	True	True	True	True	True	True	2026-09-04	95
EXEL	14620000000.0		0.3328	0.4439	42.82%	3.46	3.38	0.09	0.09	0.9648	0.4072	0.3533	Aug 05/a	59.01	-0.20%	1579435.0	Exelixis Inc	Healthcare	Biotechnology	USA	18.53	0.47	1.6	0.0833	0.07200000000000001	0.23829999999999998	-0.011899999999999999	0.7482	64.49	0.0087	-0.0106	14.23	0.88	6.0	7.97	17.42	12.47	0.1405	0.1804	0.5119	0.1611	0.1863	True	True	True	True	True	True	True	True	True	True	True	True	2026-09-04	90
GEN	18350000000.0	0.0167	0.0658	0.4194	9.90%	0.47	0.47	3.0	3.08	0.7368000000000001	0.428	0.2073	Aug 06/a	30.65	-2.17%	4835068.0	Gen Digital Inc	Technology	Software - Infrastructure	USA	17.79	1.22	0.94	0.042699999999999995	0.1051	0.24559999999999998	-0.0315	0.7238	61.21	-0.0132	-0.0086	9.27	0.76	3.61	6.91	32.53	11.85	0.1441	0.1285	0.11230000000000001	0.1217	0.1441	True	True	True	True	True	True	True	True	True	True	True	True	2026-09-04	90
