Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
NVDA	5229360000000.0	0.0002	0.7542	1.0149	71.75%	3.91	3.24	0.06	0.07	0.7106999999999999	0.6038	0.556	May 20/a	215.2	0.0175	134316232.0	NVIDIA Corp	Technology	Semiconductors	USA	43.9	2.24	6.63	0.0592	0.1407	0.1649	-0.0075	0.8679000000000001	65.86	0.0092	0.008199999999999999	19.33	0.49	24.22	33.25	83.59	62.5	0.7351000000000001	0.34509999999999996	0.9527	0.39380000000000004	0.669	True	True	True	True	True	True	True	True	True	True	True	True	2026-05-08	100
MU	842200000000.0	0.0008	0.2762	0.3982	29.16%	2.9	2.32	0.14	0.15	0.5854	0.4865	0.41490000000000005	Mar 18/a	746.81	0.1549	63475999.0	Micron Technology Inc	Technology	Semiconductors	USA	35.26	1.93	39.2	0.4214	0.6634	1.5699	0.0933	7.9589	83.77	0.1038	0.0463	7.79	0.07	14.49	11.63	57.63	81.92	5.8914	0.6784	0.2619	1.1695	0.1176	True	True	True	True	True	True	True	True	True	True	True	True	2026-05-08	100
AVGO	2035910000000.0	0.0063	0.149	0.3337	17.38%	1.9	1.73	0.8	0.83	0.6496	0.4157	0.3657	Mar 04/a	430.0	0.042300000000000004	22423315.0	Broadcom Inc	Technology	Semiconductors	USA	83.88	1.44	14.72	0.0483	0.19820000000000002	0.25170000000000003	-0.0175	1.1111	65.87	0.024700000000000003	0.0172	23.90	0.49	29.82	25.5	143.64	70.42	0.6595	0.5895	0.4976	0.4864	0.21739999999999998	True	True	True	True	True	True	True	True	True	True	True	True	2026-05-08	100
NBIX	15310000000.0		0.15560000000000002	0.225	17.53%	2.93	2.85	0.12	0.12	0.9817	0.2575	0.2155	May 05/a	152.25	0.0178	1413760.0	Neurocrine Biosciences Inc	Healthcare	Drug Manufacturers - Specialty & Generic	USA	23.41	0.34	4.43	0.1405	0.1568	0.1065	-0.0495	0.3164	78.42	0.015	0.0027	16.34	0.46	4.93	4.5	11.63	18.42	0.6031	0.2446	0.0231	0.3522	0.2229	True	True	True	True	True	True	True	True	True	True	True	True	2026-05-08	100
CGAU	3670000000.0	0.0111	0.2351	0.3369	29.68%	2.41	1.6	0.02	0.02	0.315	0.2486	0.4177	Apr 29/a	18.39	0.0337	1522953.0	Centerra Gold Inc	Basic Materials	Gold	Canada	5.92	0.79	0.9	-0.0045000000000000005	0.0043	0.32299999999999995	-0.1313	1.8961000000000001	51.99	0.016	0.0174	8.67	0.34	2.42	1.75	6.65	27.9	0.7425	0.09609999999999999	0.1553	0.2555	0.1295	True	True	True	True	True	True	True	True	True	True	True	True	2026-05-08	95
AMG	8080000000.0	0.0001	0.0833	0.2404	12.56%	1.18	1.18	0.94	0.94	0.9361	0.1954	0.3542	May 01/b	302.8	0.0169	334162.0	Affiliated Managers Group Inc	Financial	Asset Management	USA	12.34	1.14	11.85	0.021	0.053	0.1294	-0.0955	0.755	57.29	0.0118	0.0051	7.70	0.36	3.79	2.6	21.48	7.39	0.3226	0.1417	0.3932	0.2155	0.0054	True	True	True	True	True	True	True	True	True	True	True	True	2026-05-08	95
LLY	893190000000.0	0.0075	0.24539999999999998	1.0764	35.82%	1.5	1.1	1.26	1.39	0.8283	0.473	0.34979999999999994	Apr 30/b	948.45	-0.027200000000000002	3048754.0	Lilly(Eli) & Co	Healthcare	Drug Manufacturers - General	USA	34.14	0.48	30.03	0.0258	0.0070999999999999995	0.0351	-0.1636	0.5205	52.36	-0.0263	-0.0009	21.49	0.76	12.36	28.68	169.1	75.55	0.4988	0.2162	0.2759	0.2834	0.2158	True	True	True	True	True	True	True	True	True	True	True	True	2026-05-08	95
PAAS	24950000000.0	0.0108	0.1461	0.20809999999999998	15.55%	2.84	2.11	0.11	0.11	0.4292	0.37829999999999997	0.3166	May 05/a	59.14	0.023	5744312.0	Pan American Silver Corp	Basic Materials	Gold	Canada	18.95	0.65	2.72	0.0672	0.056799999999999996	0.2731	-0.155	1.6784000000000001	60.12	0.0034000000000000002	0.0195	10.57	0.41	6.24	3.39	15.46	18.38	0.9331999999999999	0.1391	0.248	0.2591	0.22	True	True	True	True	True	True	True	True	True	True	True	True	2026-05-08	95
SIMO	8620000000.0	0.0077	0.1477	0.2023	18.73%	2.85	1.38	0.0	0.0	0.48090000000000005	0.1277	0.15990000000000001	Apr 28/a	253.59	0.044800000000000006	1001753.0	Silicon Motion Technology Corp ADR	Technology	Semiconductors	Hong Kong	50.44	1.67	15.65	0.4227	0.7661	1.3488	0.0075	3.8739	85.6	0.0184	0.0259	25.07	0.52	8.12	9.39	41.64		1.3840999999999999	0.195	0.0977	0.4854	0.1039	True	True	True	True	True	True	True	True	True	True	True	True	2026-05-08	95
NXPI	74420000000.0	0.0146	0.1015	0.262	12.11%	2.24	1.55	1.0	1.07	0.5371	0.2631	0.21030000000000001	Apr 28/a	294.75	0.015600000000000001	6908315.0	NXP Semiconductors NV	Technology	Semiconductors	Netherlands	28.2	1.78	11.43	0.1718	0.3354	0.3271	-0.0301	0.6107	72.84	-0.0018	0.0175	16.84	0.84	5.9	6.81	20.07	26.7	0.2402	0.19519999999999998	1.1219	0.20149999999999998	0.0733	True	True	True	True	True	True	True	True	True	True	True	True	2026-05-08	95
