Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
HALO	8490000000.0		0.1433	0.9940000000000001	16.18%	2.76	2.33	8.81	9.76	0.7693000000000001	0.5696	0.23129999999999998	May 11/a	71.6	0.0255	2232418.0	Halozyme Therapeutics Inc	Healthcare	Biotechnology	USA	25.75	0.86	2.43	0.0507	0.076	0.0337	-0.1292	0.4023	61.48	0.013999999999999999	0.0113	7.21	0.18	5.63	38.64	26.65	12.72	0.9541	0.2241	0.2289	0.391	0.39159999999999995	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-04	100
NBIX	16829999999.999998		0.15560000000000002	0.225	17.53%	2.93	2.85	0.12	0.12	0.9817	0.2575	0.2155	May 05/a	167.35	0.013600000000000001	1300469.0	Neurocrine Biosciences Inc	Healthcare	Drug Manufacturers - Specialty & Generic	USA	25.73	0.39	4.79	0.0659	0.1816	0.19469999999999998	0.009300000000000001	0.37020000000000003	71.19	0.0128	0.0007000000000000001	17.56	0.48	5.42	4.94	12.78	20.24	0.6339	0.2489	0.0231	0.36729999999999996	0.2229	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-04	100
MU	1123220000000.0	0.0006	0.2762	0.3982	29.16%	2.9	2.32	0.14	0.15	0.5854	0.4865	0.41490000000000005	Jun 24/a	996.0	-0.0774	53605980.0	Micron Technology Inc	Technology	Semiconductors	USA	47.02	2.16	60.68	0.18719999999999998	0.6389	1.7888	-0.08560000000000001	8.7935	69.65	-0.0095	-0.06849999999999999	9.67	0.08	19.33	15.51	76.85	109.25	6.1199	0.7443000000000001	0.2619	1.2651999999999999	0.1176	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-04	100
NVDA	5291570000000.0	0.0027	0.8297	1.1429	77.17%	3.44	2.85	0.06	0.07	0.7415	0.6402	0.6297	May 20/a	218.66	0.0182	165309645.0	NVIDIA Corp	Technology	Semiconductors	USA	33.49	2.2	8.07	-0.0034999999999999996	0.0776	0.1605	-0.0756	0.575	54.25	0.0218	-0.0034999999999999996	17.68	0.4	20.87	27.09	65.68	49.88	0.8628	0.3921	0.9527	0.4401	0.669	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-04	100
AVGO	1983400000000.0	0.006500000000000001	0.17059999999999997	0.3728	19.50%	2.24	2.01	0.71	0.74	0.6566	0.4414	0.3885	Jun 03/a	418.91	-0.1259	80302789.0	Broadcom Inc	Technology	Semiconductors	USA	69.73	1.43	21.79	-0.026600000000000002	0.055	0.1789	-0.1537	0.7373999999999999	48.08	0.0297	-0.15109999999999998	22.07	0.41	26.28	24.84	101.05	60.54	0.675	0.6618	0.4976	0.5347999999999999	0.21739999999999998	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-04	100
LLY	1059710000000.0	0.0063	0.24539999999999998	1.0764	35.82%	1.5	1.1	1.26	1.39	0.8283	0.473	0.34979999999999994	Apr 30/b	1125.27	0.0431	3771084.0	Lilly(Eli) & Co	Healthcare	Drug Manufacturers - General	USA	40.51	0.52	35.37	0.0834	0.1616	0.1902	-0.0207	0.804	67.64	0.014199999999999999	0.0285	25.26	0.89	14.67	34.03	200.63	89.63	0.5109	0.2181	0.2759	0.2847	0.2158	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-04	95
SIMO	9890000000.0	0.0075	0.1477	0.2023	18.73%	2.85	1.38	0.0	0.0	0.48090000000000005	0.1277	0.15990000000000001	Apr 28/a	294.67	-0.0388	884891.0	Silicon Motion Technology Corp ADR	Technology	Semiconductors	Hong Kong	58.61	1.72	19.58	0.0901	0.4936	1.3441	-0.0626	3.5906000000000002	66.78	0.0161	-0.054000000000000006	28.71	0.59	9.32	10.91	47.79		1.4638999999999998	0.17350000000000002	0.0977	0.4854	0.1039	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-04	95
NXPI	81350000000.0	0.0134	0.1015	0.262	12.11%	2.24	1.55	1.0	1.07	0.5371	0.2631	0.21030000000000001	Apr 28/a	322.22	0.0011	3114414.0	NXP Semiconductors NV	Technology	Semiconductors	Netherlands	30.83	1.79	12.98	0.0438	0.24059999999999998	0.3987	-0.052199999999999996	0.7608	63.02	0.0088	-0.0077	18.31	0.91	6.45	7.45	21.94	29.19	0.2429	0.19899999999999998	1.1219	0.20079999999999998	0.0733	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-04	95
AMG	8840000000.0	0.0001	0.0833	0.2404	12.56%	1.18	1.18	0.94	0.94	0.9361	0.1954	0.3542	May 01/b	334.82	0.0745	544383.0	Affiliated Managers Group Inc	Financial	Asset Management	USA	13.64	1.14	10.61	0.1009	0.13720000000000002	0.2122	0.0001	0.8701000000000001	74.7	0.071	0.0032	8.48	0.39	4.15	2.87	23.51	8.09	0.32549999999999996	0.1441	0.3932	0.2163	0.0054	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-04	95
VICR	13950000000.0		0.18600000000000003	0.20489999999999997	17.99%	14.3	12.03	0.01	0.01	0.5817	0.12619999999999998	0.32030000000000003	Apr 21/b	306.12	-0.0737	815910.0	Vicor Corp	Technology	Electronic Components	USA	102.52	2.37	25.88	0.03	0.245	1.1449	-0.15410000000000001	6.3305	54.8	-0.013500000000000002	-0.061	52.22	1.3	32.7	18.5	34.52	159.8	0.1134	1.0173999999999999	0.449	0.40149999999999997	0.06570000000000001	True	True	True	True	True	True	True	True	True	True	True	True	2026-06-04	90
