Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
AVGO	1988280000000.0	0.006500000000000001	0.149	0.3337	17.38%	1.9	1.73	0.8	0.83	0.6496	0.4157	0.3657	Mar 04/a	419.94	-0.0064	19360301.0	Broadcom Inc	Technology	Semiconductors	USA	81.92	1.45	12.52	0.1709	0.23600000000000002	0.24989999999999998	-0.0077	1.3884999999999998	77.16	-0.0064	0.0	23.34	0.48	29.12	24.9	140.28	68.77	0.6595	0.5895	0.4976	0.4864	0.21739999999999998	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	100
NVDA	4851250000000.0	0.0002	0.7542	1.0149	71.75%	3.91	3.24	0.06	0.07	0.7106999999999999	0.6038	0.556	Feb 25/a	199.64	-0.0141	112273914.0	NVIDIA Corp	Technology	Semiconductors	USA	40.73	2.28	5.0	0.0703	0.08109999999999999	0.0932	-0.0591	0.9569	64.64	-0.0141	0.0	17.93	0.46	22.47	30.85	77.55	57.98	0.7351000000000001	0.34509999999999996	0.9527	0.39380000000000004	0.669	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	100
MU	543250000000.0	0.0012	0.2762	0.3982	29.16%	2.9	2.32	0.14	0.15	0.5854	0.4865	0.41490000000000005	Mar 18/a	481.72	-0.0118	37792933.0	Micron Technology Inc	Technology	Semiconductors	USA	22.74	1.84	25.82	0.16949999999999998	0.16620000000000001	0.8170000000000001	-0.0209	5.644400000000001	66.18	-0.0025	-0.009300000000000001	5.07	0.04	9.35	7.5	37.17	52.84	5.8699	0.6690999999999999	0.2619	1.1387	0.1176	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	100
CGAU	3730000000.0	0.011000000000000001	0.2224	0.3143	28.20%	2.39	1.65	0.01	0.01	0.2547	0.18710000000000002	0.44689999999999996	Apr 29/a	18.66	-0.0137	1676416.0	Centerra Gold Inc	Basic Materials	Gold	Canada	6.56	0.87	0.93	0.0017000000000000001	0.0045000000000000005	0.4006	-0.1186	1.9596	49.99	0.0016	-0.015300000000000001	8.81	0.41	2.85	1.81	6.89	39.99	0.7979999999999999	0.0608	0.1553	0.2138	0.1295	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	95
CLS	45020000000.0		0.1261	0.40490000000000004	27.08%	1.44	0.88	0.39	0.41	0.11539999999999999	0.0812	0.0672	Apr 27/a	391.6	-0.0252	1816289.0	Celestica Inc	Technology	Electronic Components	Canada	54.57	2.08	18.64	0.1562	0.29309999999999997	0.4292	-0.0479	3.7826	70.38	-0.0232	-0.0021	30.60	0.74	3.63	20.3	75.59	98.03	0.47840000000000005	0.431	0.7248	0.4122	0.166	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	90
LRCX	322880000000.0	0.004	0.3292	0.6676000000000001	46.86%	2.54	1.77	0.35	0.35	0.4997	0.34259999999999996	0.3094	Apr 22/a	258.56	-0.0263	12216899.0	Lam Research Corp	Technology	Semiconductor Equipment & Materials	USA	48.8	1.86	11.41	0.061799999999999994	0.10220000000000001	0.5249	-0.0546	2.8975	57.19	-0.021	-0.0054	33.23	1.06	14.89	30.55	67.96	53.77	0.358	0.384	0.2242	0.3135	0.1292	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	90
XPEL	1290000000.0		0.1493	0.2026	17.25%	3.25	1.52	0.06	0.08	0.42210000000000003	0.1316	0.1076	May 06/b	46.84	0.013600000000000001	114347.0	XPEL Inc	Consumer Cyclical	Auto Parts	USA	25.35	1.12	1.7	0.0409	0.0553	0.11470000000000001	-0.16219999999999998	0.8140999999999999	60.44	0.0086	0.005	16.65	0.56	2.72	4.61	25.42	20.55	0.1477	0.325	0.22820000000000001	0.2979	0.24539999999999998	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	90
VICR	11800000000.0		0.18600000000000003	0.20489999999999997	17.99%	14.3	12.03	0.01	0.01	0.5690999999999999	0.12619999999999998	0.32030000000000003	Apr 21/b	260.13	-0.0184	1111003.0	Vicor Corp	Technology	Electronic Components	USA	87.04	2.3	19.68	0.3757	0.4204	1.411	-0.1151	5.6829	76.3	-0.0123	-0.0060999999999999995	46.11	1.26	27.66	16.55	29.2	98.99	0.061799999999999994	1.036	0.449	0.3649	0.06570000000000001	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	90
SSRM	6110000000.0	0.0022	0.0702	0.1197	10.83%	2.08	1.25	0.04	0.11	0.35729999999999995	0.28859999999999997	0.24280000000000002	May 05/a	29.85	-0.0245	2681457.0	SSR Mining Inc	Basic Materials	Gold	USA	16.34	-0.13	1.8	-0.0325	0.011399999999999999	0.3062	-0.1825	2.0228	48.43	-0.0213	-0.0033	6.01	0.19	3.75	1.73	10.62	25.24	1.0682	0.1956	0.12990000000000002	0.3081	0.1382	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	90
EXEL	11700000000.0		0.2667	0.3553	33.52%	3.56	3.5	0.08	0.09	0.9639	0.3848	0.3373	May 05/a	46.05	-0.0171	2417439.0	Exelixis Inc	Healthcare	Biotechnology	USA	16.54	0.43	1.36	0.0404	0.066	0.1047	-0.0719	0.3642	59.26	-0.016200000000000003	-0.0009	11.71	0.77	5.04	5.59	11.04	13.36	0.0759	0.18710000000000002	0.5119	0.1527	0.1863	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	90
PAHC	2220000000.0	0.0088	0.0684	0.318	8.56%	3.05	1.22	2.24	2.33	0.3178	0.11900000000000001	0.0629	Feb 04/a	54.69	0.013300000000000001	158652.0	Phibro Animal Health Corp	Healthcare	Drug Manufacturers - Specialty & Generic	USA	24.25	0.63	2.58	-0.0223	0.0217	0.3061	-0.0897	2.1852	49.56	0.0079	0.0054	16.14	0.75	1.52	6.67	29.79	46.94	0.4515	0.11720000000000001	0.0745	0.2146	0.1012	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	85
SQM	12200000000.0	0.0227	0.0451	0.1081	5.90%	3.27	2.25	0.75	0.84	0.2933	0.245	0.1284	Feb 28/a	85.45	-0.0173	1059420.0	Sociedad Quimica Y Minera de Chile SA ADR	Basic Materials	Specialty Chemicals	Chile	41.5	0.99	4.0	0.0118	0.0897	0.4217	-0.10490000000000001	1.9103999999999999	53.73	-0.0154	-0.0018	13.46	0.34	2.66	4.29	4.47	27.93	1.9264	0.053200000000000004	0.2712	0.391	0.20120000000000002	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	85
EVR	13780000000.0	0.01	0.1225	0.3166	19.22%	2.16	2.16	0.52	0.57	0.9884000000000001	0.21239999999999998	0.15259999999999999	Apr 29/b	347.98	-0.011399999999999999	593097.0	Evercore Inc	Financial	Capital Markets	USA	24.85	1.58	13.03	0.060599999999999994	0.1173	0.0774	-0.1048	0.8759999999999999	64.14	-0.005	-0.0064	15.21	0.77	3.55	6.6	4.58	11.88	0.24780000000000002	0.2591	0.113	0.19760000000000003	0.1118	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	85
SIMO	4830000000.0	0.0137	0.1085	0.1525	14.66%	2.79	1.54	0.0	0.0	0.4827	0.105	0.1381	Apr 28/a	142.0	0.0004	589012.0	Silicon Motion Technology Corp ADR	Technology	Semiconductors	Hong Kong	39.15	1.13	6.68	0.1288	0.1192	0.41509999999999997	-0.033	2.4804	67.88	-0.0134	0.0139	18.99	0.46	5.45	5.79	23.9	768.34	0.6272	0.29460000000000003	0.0977	0.40869999999999995	0.1039	True	True	True	True	True	True	True	True	True	True	True	True	2026-04-23	85
