Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
MU	475960000000.0	0.0013	0.2762	0.3982	29.16%	2.9	2.32	0.14	0.15	0.5854	0.4865	0.41490000000000005	Mar 18/a	422.88	-0.0481	62030036.0	Micron Technology Inc	Technology	Semiconductors	USA	19.96	1.49	25.87	0.0152	0.0556	0.825	-0.10279999999999999	5.8716	52.33	-0.0481	-0.0	4.56	0.04	8.19	6.58	32.57	46.29	5.6951	0.6697	0.2619	1.0949	0.1176	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-20	100
JBL	26780000000.0	0.0013	0.0426	0.5988	15.76%	1.01	0.68	2.82	3.27	0.10640000000000001	0.049800000000000004	0.0248	Mar 18/b	253.63	-0.044000000000000004	2086679.0	Jabil Inc	Technology	Electronic Components	USA	34.02	1.17	11.9	-0.0171	0.0074	0.138	-0.0986	1.3341999999999998	48.79	-0.045700000000000005	0.0018	17.56	0.87	0.82	20.16	14.64	21.01	0.2627	0.17329999999999998	0.7636	0.2022	0.0179	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-20	85
LRCX	285170000000.0	0.0045000000000000005	0.3014	0.6556000000000001	44.78%	2.26	1.61	0.37	0.44	0.498	0.33759999999999996	0.30219999999999997	Jan 28/a	228.36	-0.0241	24724562.0	Lam Research Corp	Technology	Semiconductor Equipment & Materials	USA	46.8	1.76	11.86	0.0163	0.0098	0.4985	-0.1103	3.0547000000000004	52.87	-0.0254	0.0014000000000000002	32.34	1.29	13.87	28.16	46.14	45.88	0.2861	0.326	0.2242	0.2502	0.1292	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-20	85
PAHC	2060000000.0	0.0095	0.0684	0.318	8.56%	3.05	1.22	2.24	2.33	0.3178	0.11900000000000001	0.0629	Feb 04/a	50.76	-0.030899999999999997	494933.0	Phibro Animal Health Corp	Healthcare	Drug Manufacturers - Specialty & Generic	USA	22.5	0.72	2.42	-0.0128	0.0735	0.3231	-0.0984	2.1411000000000002	52.17	-0.0255	-0.0055000000000000005	15.08	0.72	1.41	6.19	27.65	43.56	0.4474	0.1124	0.0745	0.2104	0.1012	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-20	85
KLAC	196570000000.0	0.0052	0.2874	1.0073	39.55%	2.77	1.95	1.11	1.12	0.605	0.4254	0.3578	Jan 29/a	1499.63	-0.0079	2106706.0	KLA Corp	Technology	Semiconductor Equipment & Materials	USA	43.57	1.43	67.56	0.02	0.0202	0.30879999999999996	-0.1144	1.72	54.63	-0.0079	0.0	31.3	1.74	15.43	35.98	37.75	44.9	0.09970000000000001	0.309	0.3157	0.1801	0.1593	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-20	80
WMB	88450000000.0	0.0291	0.0447	0.20739999999999997	6.49%	0.53	0.48	2.14	2.31	0.4157	0.3547	0.22149999999999997	Feb 10/b	72.41	-0.0223	12273502.0	Williams Cos Inc	Energy	Oil & Gas Midstream	USA	33.92	0.65	1.65	-0.022799999999999997	0.0444	0.1659	-0.057999999999999996	0.40380000000000005	49.66	-0.0219	-0.0004	27.83	1.88	7.49	6.93	1404.02	98.39	0.09449999999999999	0.1321	0.6564	0.14800000000000002	0.0891	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-20	80
TSEM	18290000000.0		0.0689	0.0791	7.22%	6.48	5.51	0.05	0.06	0.2323	0.124	0.1408	Feb 11/b	163.63	-0.0148	6668269.0	Tower Semiconductor Ltd	Technology	Semiconductors	Israel	84.39	0.79	11.21	0.2636	0.26	0.8831	-0.0169	4.7133	71.12	-0.052000000000000005	0.0393	33.45	0.82	11.68	6.31	15.88		0.3018	0.6409	0.2039	0.4071	0.0435	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-20	75
FCFS	8449999999.999999	0.0087	0.0676	0.15259999999999999	6.98%	4.55	3.08	1.08	1.13	0.5167	0.1536	0.0902	Feb 05/b	192.08	0.0192	606410.0	FirstCash Holdings Inc	Financial	Credit Services	USA	25.88	0.47	5.84	0.0064	0.0633	0.2366	-0.0377	0.6818000000000001	57.04	0.0105	0.0086	15.62	0.77	2.31	3.71	67.48	18.01	0.1838	0.18600000000000003	0.237	0.2018	0.17550000000000002	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-20	75
FIX	47720000000.0	0.002	0.1834	0.4924	35.38%	1.21	1.19	0.18	0.2	0.2346	0.1442	0.11230000000000001	Feb 19/a	1356.75	-0.0608	927676.0	Comfort Systems USA, Inc	Industrials	Engineering & Construction	USA	46.96	1.59	71.65	-0.0327	0.0662	0.5135000000000001	-0.0955	3.9079	49.79	-0.0482	-0.013300000000000001	30.63	1.75	5.24	19.49	48.6	46.44	0.2729	0.2051	0.47850000000000004	0.1747	0.2608	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-20	75
PGC	582990000.0	0.006	0.0051	0.0591	4.70%	0.03		0.21	0.33		0.11779999999999999	0.084	Oct 28	33.18	-0.0172	194278.0	Peapack-Gladstone Financial Corp	Financial	Banks - Regional	USA	15.77	0.66	1.17	-0.0173	0.0196	0.1491	-0.0701	0.3848	47.95	-0.0172	0.0	9.32	0.26	1.31	0.89		20.4	0.10679999999999999	0.7382	0.0891	0.3636	0.14300000000000002	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-20	70
