Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
KGC	40200000000.0	0.0038	0.1537	0.2409	19.09%	2.83	1.68	0.16	0.16	0.4301	0.4007	0.273	Feb 18/a	33.3	0.0545	16979088.0	Kinross Gold Corp	Basic Materials	Gold	Canada	23.24	0.76	1.85	-0.0236	0.1	0.5217	-0.14859999999999998	2.2266999999999997	51.12	0.0103	0.0437	12.14	0.2	6.24	5.06	23.16	18.37	1.5786000000000002	0.5642	0.06280000000000001	0.6045	0.08039999999999999	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-03	100
MU	472060000000.0	0.0012	0.15130000000000002	0.2255	16.85%	2.46	1.78	0.2	0.21	0.45530000000000004	0.3292	0.2815	Dec 17/a	419.42	-0.042	41963942.0	Micron Technology Inc	Technology	Semiconductors	USA	39.87	1.5	23.51	0.10869999999999999	0.3829	1.3315000000000001	-0.07919999999999999	5.8153999999999995	66.48	-0.051699999999999996	0.0103	9.64	0.13	11.16	8.03	45.75	101.47	2.9602	0.3249	0.2619	0.7526999999999999	0.1176	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-03	100
STRL	11880000000.0		0.1377	0.35729999999999995	22.98%	1.0	1.0	0.31	0.34	0.22190000000000001	0.16140000000000002	0.1414	Nov 03/a	386.78	0.0512	302195.0	Sterling Infrastructure Inc	Industrials	Engineering & Construction	USA	37.93	1.51	18.59	0.1215	0.171	0.3549	-0.07719999999999999	3.0147000000000004	65.31	0.0215	0.0291	32.21	0.94	5.32	11.3	38.78	32.98	0.6933	0.16260000000000002	0.41229999999999994	0.34119999999999995	0.1344	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-03	95
AEM	99080000000.0	0.0074	0.1103	0.1567	14.48%	2.12	1.31	0.01	0.01	0.5305	0.4975	0.3262	Feb 12/a	197.35	0.0342	3518457.0	Agnico Eagle Mines Ltd	Basic Materials	Gold	Canada	28.82	0.66	9.33	-0.0182	0.08039999999999999	0.3248	-0.1229	1.1425	51.03	-0.0129	0.04769999999999999	16.29	0.39	9.38	4.21	41.79	27.14	0.934	0.4814	0.1368	0.4208	0.2713	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-03	90
FNV	46010000000.0	0.006500000000000001	0.1331	0.1417	13.13%	4.64	4.63	0.0	0.0	0.7199	0.6908	0.5951	Nov 03/a	238.67	0.024399999999999998	1176038.0	Franco-Nevada Corporation	Basic Materials	Gold	Canada	50.05	0.49	10.33	-0.0174	0.0776	0.25079999999999997	-0.1275	0.7658	51.03	-0.016200000000000003	0.041299999999999996	30.05	0.73	29.77	6.57	194.38		0.6773	0.47509999999999997	0.09380000000000001	0.4132	0.057	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-03	90
RGLD	22370000000.0	0.0070999999999999995	0.12359999999999999	0.149	11.49%	2.89	2.68	0.23	0.23	0.7159	0.6687000000000001	0.5597	Feb 18/a	265.07	0.0216	1144882.0	Royal Gold, Inc	Basic Materials	Gold	USA	36.34	0.5	11.95	-0.010700000000000001	0.12960000000000002	0.3764	-0.13449999999999998	0.9161	53.24	-0.034300000000000004	0.0579	21.8	0.64	26.08	5.12	129.43		0.5384	0.5023	0.2865	0.3404	0.11199999999999999	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-03	90
WPM	62100000000.0	0.0048	0.1267	0.1305	12.37%	8.09	8.09	0.0	0.0	0.6851999999999999	0.6409	0.5472	Nov 06/a	136.78	0.0346	3288015.0	Wheaton Precious Metals Corp	Basic Materials	Gold	Canada	62.08	0.54	7.21	-0.0003	0.1164	0.3429	-0.147	1.2058	53.03	-0.0196	0.0553	32.09	0.65	33.93	7.67	53.64	89.36	0.9697	0.5346	0.433	0.4918	0.0832	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-03	90
FIX	42680000000.0	0.0016	0.16440000000000002	0.4384	31.94%	1.22	1.2	0.17	0.19	0.2278	0.1336	0.10060000000000001	Oct 23/a	1209.97	0.0287	357120.0	Comfort Systems USA, Inc	Industrials	Engineering & Construction	USA	51.24	1.67	46.67	0.094	0.18710000000000002	0.6173	0.008	3.377	70.31	0.0085	0.02	39.2	1.14	5.13	19.11	48.43	53.43	0.7990999999999999	0.1752	0.3652	0.34490000000000004	0.2186	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-03	85
LRCX	287340000000.0	0.0045000000000000005	0.3014	0.6556000000000001	44.78%	2.26	1.61	0.37	0.44	0.498	0.33759999999999996	0.30219999999999997	Jan 28/a	230.1	-0.031200000000000002	12635580.0	Lam Research Corp	Technology	Semiconductor Equipment & Materials	USA	47.16	1.78	11.6	0.0335	0.2253	0.792	-0.0864	3.0856	59.8	-0.0583	0.0288	33.09	1.36	13.98	28.38	46.49	46.23	0.2826	0.3095	0.2242	0.2433	0.1292	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-03	85
NSSC	1560000000.0	0.0125	0.22829999999999998	0.2642	24.95%	7.99	6.55	0.03	0.03	0.5625	0.26890000000000003	0.247	Feb 02/b	43.74	0.0663	823234.0	NAPCO Security Technologies Inc	Industrials	Security & Protection Services	USA	33.15	1.48	1.7	0.0971	0.0733	0.2268	-0.091	1.3021	63.28	0.051399999999999994	0.0141	27.83	1.67	8.12	8.44	13.52	29.07	0.1975	0.10289999999999999	0.3885	0.16670000000000001	0.12369999999999999	True	True	True	True	True	True	True	True	True	True	True	True	2026-02-03	80
