Ticker	Market Cap	Dividend	ROA	ROE	ROIC	Curr R	Quick R	LTDebt/Eq	Debt/Eq	Gross M	Oper M	Profit M	Earnings	Price	Change	Volume	Company	Sector	Industry	Country	P/E	Beta	ATR	SMA20	SMA50	SMA200	52W High	52W Low	RSI	Change from Open	Gap	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS This Y	EPS Next Y	EPS Past 5Y	EPS Next 5Y	Sales Past 5Y	Price_Over_15	Market_Cap_Over_500m	Avg_Volume_Over_100k	Price_Above_SMA50	Price_Above_SMA200	Pct_Above_Low_Over_30%	Pct_Below_High_Under_20%	EPS_This_Y_Positive	EPS_Next_Y_Positive	EPS_Past_5Y_Positive	EPS_Next_5Y_Positive	Sales_Past_5Y_Positive	Run_Day	Investor_Score
SQM	11810000000.0	0.0208	0.0451	0.1081	5.90%	3.27	2.25	0.75	0.84	0.2933	0.245	0.1284	Feb 28/a	82.7	0.0689	3908390.0	Sociedad Quimica Y Minera de Chile S.A. ADR	Basic Materials	Specialty Chemicals	Chile	40.16	1.01	3.63	0.10060000000000001	0.0874	0.48840000000000006	-0.0398	1.8168	61.54	0.0535	0.0146	12.73	0.33	2.58	4.15	4.33	27.03	1.8381	0.111	0.2712	0.3862	0.20120000000000002	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-27	85
JBL	27570000000.0	0.0012	0.0426	0.5988	15.76%	1.01	0.68	2.82	3.27	0.10640000000000001	0.049800000000000004	0.0248	Mar 18/b	261.1	-0.0115	891320.0	Jabil Inc	Technology	Electronic Components	USA	35.02	1.16	12.4	0.009899999999999999	0.021400000000000002	0.1591	-0.0799	1.4028999999999998	50.63	0.0042	-0.015700000000000002	18.08	0.89	0.84	20.75	15.07	21.62	0.2627	0.17329999999999998	0.7636	0.2022	0.0179	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-27	85
PAHC	2190000000.0	0.0089	0.0684	0.318	8.56%	3.05	1.22	2.24	2.33	0.3178	0.11900000000000001	0.0629	Feb 04/a	53.88	-0.0348	372014.0	Phibro Animal Health Corp	Healthcare	Drug Manufacturers - Specialty & Generic	USA	23.89	0.68	2.62	0.037200000000000004	0.10369999999999999	0.3766	-0.0649	2.3342	56.45	-0.0246	-0.0104	16.01	0.76	1.49	6.57	29.35	46.24	0.4474	0.1124	0.0745	0.2104	0.1012	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-27	85
CRS	18770000000.0	0.0022	0.1273	0.2348	16.25%	4.25	2.26	0.35	0.35	0.2897	0.20420000000000002	0.1476	Jan 29/b	376.92	-0.0375	723772.0	Carpenter Technology Corp	Industrials	Metal Fabrication	USA	43.78	1.24	19.73	-0.031	0.0197	0.2473	-0.0858	1.7193	48.26	-0.0229	-0.015	31.16	1.32	6.38	9.46	80.96	59.28	0.3661	0.18359999999999999	2.1797999999999997	0.2357	0.057	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-27	80
FIX	48080000000.0	0.002	0.1834	0.4924	35.38%	1.21	1.19	0.18	0.2	0.2346	0.1442	0.11230000000000001	Feb 19/a	1366.77	0.006	297188.0	Comfort Systems USA, Inc	Industrials	Engineering & Construction	USA	47.3	1.6	73.04	-0.0209	0.0426	0.4868	-0.0888	3.9442000000000004	49.23	0.0004	0.0055000000000000005	30.85	1.77	5.28	19.63	48.96	46.78	0.2729	0.2051	0.47850000000000004	0.1747	0.2608	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-27	75
IESC	9440000000.0		0.23190000000000002	0.4201	33.01%	1.8	1.62	0.07	0.07	0.24420000000000003	0.1167	0.09699999999999999	Jan 30/b	473.86	0.0105	144055.0	IES Holdings Inc	Industrials	Engineering & Construction	USA	28.19	1.67	29.75	0.03	0.0131	0.2084	-0.11869999999999999	2.2342	51.95	0.0175	-0.0069	23.4	1.08	2.7	9.83	36.5	34.9	0.28550000000000003	0.1532	0.5008	0.2161	0.2288	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-27	75
FCFS	8400000000.0	0.0088	0.0676	0.15259999999999999	6.98%	4.55	3.08	1.08	1.13	0.5167	0.1536	0.0902	Feb 05/b	190.88	-0.0058	344403.0	FirstCash Holdings Inc	Financial	Credit Services	USA	25.72	0.46	5.82	-0.0072	0.0414	0.2161	-0.0437	0.6362	52.72	-0.0018	-0.0040999999999999995	15.52	0.77	2.29	3.69	67.06	17.9	0.1838	0.18600000000000003	0.237	0.2018	0.17550000000000002	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-27	75
TSEM	19210000000.0		0.0689	0.0791	7.22%	6.48	5.51	0.05	0.06	0.2323	0.124	0.1408	Feb 11/b	171.92	-0.0158	4179756.0	Tower Semiconductor Ltd	Technology	Semiconductors	Israel	88.66	0.68	12.35	0.2064	0.2688	0.9037999999999999	-0.12	5.0028	65.12	0.013600000000000001	-0.028999999999999998	35.14	0.83	12.27	6.63	16.68		0.3018	0.6409	0.2039	0.42200000000000004	0.0435	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-27	75
PGC	609870000.0	0.0058	0.0051	0.0591	4.70%	0.03		0.21	0.33		0.11779999999999999	0.084	Oct 28	34.71	-0.0034000000000000002	117150.0	Peapack-Gladstone Financial Corp	Financial	Banks - Regional	USA	16.49	0.63	1.17	0.0197	0.0466	0.1949	-0.0323	0.4487	56.76	0.0017000000000000001	-0.0052	9.78	0.27	1.37	0.93		21.34	0.10679999999999999	0.7326	0.0891	0.36229999999999996	0.14300000000000002	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-27	70
FHI	4250000000.0	0.0246	0.17350000000000002	0.3361	23.57%	2.75	2.75	0.36	0.38	0.7478	0.2954	0.2127	Jan 29/a	56.0	-0.023399999999999997	479585.0	Federated Hermes Inc	Financial	Asset Management	USA	10.91	0.65	1.5	-0.0077	0.0168	0.0892	-0.034300000000000004	0.5977	49.94	-0.0189	-0.0045000000000000005	9.73	1.19	2.35	3.57	5.86	14.44	0.0008	0.1213	0.0971	0.0819	0.045899999999999996	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-27	70
COHR	45650000000.0	0.0002	0.02	0.0363	1.61%	2.25	1.3	0.4	0.42	0.37170000000000003	0.11789999999999999	0.0305	Feb 04/a	243.48	0.0008	5087658.0	Coherent Corp	Technology	Scientific & Technical Instruments	USA	240.97	1.89	21.81	-0.055999999999999994	0.0288	0.5943999999999999	-0.1889	4.3418	47.72	-0.0014000000000000002	0.0021	32.69	0.84	7.25	5.34	50.77		0.5155	0.3924	0.0801	0.3895	0.1954	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-27	70
GLW	117380000000.0	0.0088	0.054400000000000004	0.1419	7.87%	1.59	1.04	0.72	0.79	0.3532	0.1532	0.10210000000000001	Jan 28/b	136.81	0.011000000000000001	8313152.0	Corning, Inc	Technology	Electronic Components	USA	74.4	1.05	8.91	0.0115	0.0863	0.568	-0.156	2.6668000000000003	52.74	0.0070999999999999995	0.0039000000000000003	35.24	1.45	7.51	9.36	76.92	83.07	0.2275	0.2552	0.2786	0.24230000000000002	0.0668	True	True	True	True	True	True	True	True	True	True	True	True	2026-03-27	70
